"State","Year","utilities","auto","food","house_own","house_rent","gas","rPCE","utilities_diff","auto_diff","house_own_diff","house_rent_diff","food_diff","gas_diff","rPCE_diff"
"California",2021,3854.2,1212.81,4521.9724137931,31576.8486180769,25319.2550027391,2161,45189,951.6,-3.91000000000008,3329.3460525,2135.7468412154,330.38793103448,590,4381
"California",2022,5123.1,1249.83,4954.30862068966,44330.4414297308,27084.5625798298,3076,46501,1268.9,37.02,12753.5928116539,1765.3075770907,432.33620689656,915,1312
"Colorado",2016,2723.7,1074,3493.05,17073.9308435,15440.1968329661,1921,41892,-280.9,83.84,1341.7408317714,1441.4389549271,109.5,-129,1131
"Colorado",2017,2948.3,1194.7,3547.8,19097.7210952857,16377.9557549304,2002,43014,224.6,120.7,2023.7902517857,937.758921964301,54.75,81,1122
"Colorado",2018,3279.2,1290.63,3602.55,21492.5395204857,17425.544086175,2118,45062,330.9,95.9300000000001,2394.8184252,1047.5883312446,54.75,116,2048
"Colorado",2019,3255.9,1338.84,3785.278125,21324.1832503857,18344.52488115,2175,45363,-23.2999999999997,48.2099999999998,-168.356270100001,918.980794974999,182.728125,57,301
"Colorado",2020,2666.5,1329.96,3930.19453125,21066.0282872857,19142.379957875,1571,43664,-589.4,-8.87999999999988,-258.154963100002,797.855076725002,144.91640625,-604,-1699
"Colorado",2021,3548.6,1347.92,4305.403125,23401.3798061429,21035.6804886667,2161,48502,882.1,17.96,2335.3515188572,1893.3005307917,375.20859375,590,4838
"Colorado",2022,4857.2,1446.48,4765.13203125,33555.669676,23817.8526028889,3076,50608,1308.6,98.5599999999999,10154.2898698571,2782.1721142222,459.72890625,915,2106
"Connecticut",2016,3282.3,1213.52,3493.05,19566.3153545,14255.73326848,1492,45033,-375.5,35.5799999999999,-73.9715075000022,329.217756440001,76.6500000000001,-214,434
"Connecticut",2017,3517.4,1276.02,3580.65,20407.575513,14651.45630282,1628,45797,235.1,62.5,841.260158500001,395.723034339999,87.5999999999999,136,764
"Connecticut",2018,3977.7,1326.63,3701.1,21675.4627285,15109.87824876,1730,47924,460.3,50.6100000000001,1267.8872155,458.421945940001,120.45,102,2127
"Connecticut",2019,3808.5,1349.73,3996.75,20933.4284735,15608.19614352,1681,48114,-169.2,23.0999999999999,-742.034254999999,498.317894759999,295.65,-49,190
"Connecticut",2020,3224.8,1326.79,4277.34375,20231.9507415,16483.14714694,1268,46882,-583.7,-22.9400000000001,-701.477731999999,874.951003419999,280.59375,-413,-1232
"Connecticut",2021,3802,1338.61,4560.675,22085.92332075,18171.1158542,1722,50898,577.2,11.8199999999999,1853.97257925,1687.96870726,283.33125,454,4016
"Connecticut",2022,5022.2,1374.02,4994.41666666667,28807.688278,20087.5859098,2437,49646,1220.2,35.4100000000001,6721.76495725,1916.4700556,433.74166666667,715,-1252
"Delaware",2016,3355,1269.92,3416.4,12951.3320973,13764.8127055,1492,43961,-345.3,30.6900000000001,155.371690900001,270.890313,87.5999999999999,-214,9
"Delaware",2017,3607.7,1321.51,3416.4,13837.829815,14049.416222,1628,44514,252.7,51.5899999999999,886.497717699998,284.603516499999,0,136,553
"Delaware",2018,4034.3,1391.84,3482.1,15018.0522065,14477.4230665,1730,45194,426.6,70.3299999999999,1180.2223915,428.0068445,65.6999999999998,102,680
"Delaware",2019,3885.9,1387.16,3657.3,14823.3794475,14953.1022795,1681,45685,-148.4,-4.67999999999984,-194.672759000001,475.679213000001,175.2,-49,491
"Delaware",2020,3138.1,1346.83,3854.4,14283.8987735,15647.3285645,1268,44523,-747.8,-40.3300000000002,-539.480674,694.226284999999,197.1,-413,-1162
"Delaware",2021,3829.3,1350.67,4164.65,16094.3572465,17902.3601225,1722,47909,691.2,3.84000000000015,1810.458473,2255.031558,310.25,454,3386
"Delaware",2022,4724.9,1388.67,4599,22881.0232285,19748.7007505,2437,48371,895.599999999999,38,6786.665982,1846.340628,434.35,715,462
"District of Columbia",2016,2884.9,1386.88,4018.65,24076.061569,21024.608197,1492,58437,-283.1,49.96,232.754846,361.836511000001,65.7000000000003,-214,938
"District of Columbia",2017,2823.2,1466.27,4325.25,25544.56697,21503.376369,1628,60432,-61.7000000000003,79.3899999999999,1468.505401,478.768172,306.6,136,1995
"District of Columbia",2018,3050.9,1573.99,4467.6,27658.324027,22007.888264,1730,61417,227.7,107.72,2113.757057,504.511895,142.35,102,985
"District of Columbia",2019,2992.3,1582.85,4763.25,27090.177556,22694.089488,1681,63900,-58.5999999999999,8.8599999999999,-568.146471,686.201224,295.65,-49,2483
"District of Columbia",2020,2630.8,1541.98,4916.55,26294.217654,22809.162686,1268,60411,-361.5,-40.8699999999999,-795.959901999999,115.073197999998,153.3,-413,-3489
"District of Columbia",2021,3152.6,1559.31,5190.3,28195.362465,23491.783218,1722,65273,521.8,17.3299999999999,1901.144811,682.620532000001,273.75,454,4862
"District of Columbia",2022,3836.7,1628.81,5748.75,37550.085024,25585.594622,2437,65972,684.1,69.5,9354.722559,2093.811404,558.45,715,699
"Florida",2016,2591.4,1345.84,3471.15,12702.5675650273,13521.6071518358,1800,40969,-263.4,84.4599999999998,625.197139263701,519.3820223516,65.7000000000003,-155,446
"Florida",2017,2804.6,1445.57,3525.9,13849.5632715182,14267.1322720136,1798,41745,213.2,99.73,1146.9957064909,745.525120177799,54.75,-2,776
"Florida",2018,3058.4,1521.61,3602.55,15345.8521740818,15341.0597798669,1951,42991,253.8,76.04,1496.2889025636,1073.9275078533,76.6500000000001,153,1246
"Florida",2019,2919.4,1558.62,3686.71791044776,15252.0195240364,16188.2139833636,1923,43951,-139,37.01,-93.8326500454004,847.154203496699,84.1679104477598,-28,960
"Florida",2020,2387,1469.92,3808.31194029851,15031.7291451909,16875.4163200273,1473,42478,-532.4,-88.6999999999998,-220.290378845499,687.2023366637,121.59402985075,-450,-1473
"Florida",2021,3055.1,1543.28,4168.19104477612,16797.1437663955,19435.0822088961,1952,46415,668.1,73.3599999999999,1765.4146212046,2559.6658888688,359.87910447761,479,3937
"Florida",2022,4013.5,1703.09,4586.08880597015,25201.6386222727,22760.5106061304,2887,47670,958.4,159.81,8404.4948558772,3325.4283972343,417.89776119403,935,1255
"Georgia",2016,3137.8,1153.39,3208.35,9145.87953505714,11101.5500154139,1800,37523,-295.1,82.0600000000002,161.454775300001,181.588185947801,54.75,-155,575
"Georgia",2017,3409.7,1286.49,3208.35,9776.21838755,11092.1655692,1798,38271,271.9,133.1,630.33885249286,-9.38444621390045,0,-2,748
"Georgia",2018,3582.3,1387.63,3274.05,10821.8970724929,11626.32269229,1951,39237,172.6,101.14,1045.6786849429,534.157123089999,65.7000000000003,153,966
"Georgia",2019,3444.1,1436.55,3400.42264150943,10953.3794679214,12228.75399587,1923,40029,-138.2,48.9199999999998,131.4823954285,602.431303580001,126.37264150943,-28,792
"Georgia",2020,2895.5,1426.38,3558.19905660377,10830.8346692786,12850.6968613155,1473,38887,-548.6,-10.1699999999998,-122.544798642801,621.942865445501,157.77641509434,-450,-1142
"Georgia",2021,3578.8,1432.29,3852.47169811321,11948.6977006857,14427.8960578518,1952,42009,683.3,5.90999999999985,1117.8630314071,1577.1991965363,294.27264150944,479,3122
"Georgia",2022,4668.3,1513.33,4341.36509433962,16897.8517044071,16408.8172204989,2887,42928,1089.5,81.04,4949.1540037214,1980.9211626471,488.89339622641,935,919
"Hawaii",2016,3649.3,893.52,3580.65,31157.895046,24734.673993,1921,37257,-501.3,22.47,672.786100500001,479.015437999999,43.8000000000002,-129,812
"Hawaii",2017,4101.6,918.13,3613.5,34748.192437,25243.704631,2002,38075,452.3,24.61,3590.297391,509.030638,32.8499999999999,81,818
"Hawaii",2018,4802,944.54,3712.05,38386.853878,25688.005107,2118,38744,700.4,26.41,3638.661441,444.300476,98.5500000000002,116,669
"Hawaii",2019,4756.1,955.5,4119.39,36777.1466015,26324.80931,2175,39659,-45.8999999999996,10.96,-1609.7072765,636.804203,407.34,57,915
"Hawaii",2020,3237.1,919.4,4574.91,35306.156976,26439.086774,1571,37243,-1519,-36.1,-1470.9896255,114.277463999999,455.52,-604,-2416
"Hawaii",2021,4387.6,926.92,5689.62,38317.483111,29123.2060478333,2161,40562,1150.5,7.51999999999998,3011.326135,2684.1192738333,1114.71,590,3319
"Hawaii",2022,6456.5,951.75,6153.9,57497.1057305,30645.1859586667,3076,42308,2068.9,24.83,19179.6226195,1521.9799108334,464.28,915,1746
"Idaho",2016,3395.3,731.46,3208.35,11293.39963125,9866.2163759,1921,34563,-315.7,35.37,413.476240616701,534.445481249999,10.9499999999998,-129,1266
"Idaho",2017,3685.5,780.46,3219.3,12667.0969055,11121.4383409167,2002,34595,290.2,49,1373.69727425,1255.2219650167,10.9500000000003,81,32
"Idaho",2018,3966.8,828.28,3328.8,14503.34724935,12030.6479432,2118,36290,281.3,47.8199999999999,1836.25034385,909.209602283299,109.5,116,1695
"Idaho",2019,3774.4,849.71,3574.92613636364,15014.9464644667,12922.1668711667,2175,36265,-192.4,21.4300000000001,511.599215116701,891.518927966701,246.12613636364,57,-25
"Idaho",2020,3215.3,832.94,4027.11136363636,15388.3641106667,13940.706921,1571,36465,-559.1,-16.77,373.4176462,1018.5400498333,452.18522727272,-604,200
"Idaho",2021,4030.5,848.21,4435.24772727273,18950.9141868333,15481.812973025,2161,39923,815.2,15.27,3562.5500761666,1541.106052025,408.13636363637,590,3458
"Idaho",2022,5059,880.12,4902.61363636364,27335.8261868333,16365.2881565,3076,41238,1028.5,31.91,8384.912,883.475183475,467.36590909091,915,1315
"Illinois",2016,2934.5,930.12,3033.15,9826.91895490909,10537.3607446905,1695,41253,-228.5,41.16,132.26879388182,-150.358870504499,54.75,-191,551
"Illinois",2017,3190.5,976.73,3066,10238.4363921545,10382.31217105,1724,41638,256,46.61,411.517437245409,-155.048573640501,32.8499999999999,29,385
"Illinois",2018,3542.8,997.42,3175.5,10862.2806177,10282.6762357625,1864,42616,352.3,20.6899999999999,623.844225545501,-99.6359352875006,109.5,140,978
"Illinois",2019,3358.4,1018.5,3187.41617647059,10613.6202170091,10601.430723225,1803,43445,-184.4,21.08,-248.6604006909,318.7544874625,11.91617647059,-61,829
"Illinois",2020,2672,997.18,3376.35735294118,10314.5098599455,10921.0947463375,1414,41863,-686.4,-21.3200000000001,-299.110357063601,319.6640231125,188.94117647059,-389,-1582
"Illinois",2021,3560.5,1001.22,3814.14264705882,10843.8859165727,11648.6741239611,1896,44938,888.5,4.04000000000008,529.376056627201,727.579377623601,437.78529411764,482,3075
"Illinois",2022,4825,1080.14,4270.82205882353,13733.9939890636,12471.21151014,2660,46706,1264.5,78.9200000000001,2890.1080724909,822.537386178899,456.67941176471,764,1768
"Indiana",2016,3753.4,797.38,2868.9,7793.358267625,9652.69092115,1695,38534,-403.1,38.4399999999999,-763.287102825,269.93055605667,10.9500000000003,-191,776
"Indiana",2017,4020.7,840.43,2868.9,8419.09385921667,9630.98544155298,1724,39799,267.3,43.05,625.73559159167,-21.7054795970198,0,29,1265
"Indiana",2018,4410.1,868.44,2934.6,9346.19003409167,9837.25463080278,1864,39723,389.400000000001,28.0100000000001,927.096174875001,206.269189249799,65.6999999999998,140,-76
"Indiana",2019,4282.3,878.16,3110.63315217391,9435.053007475,10336.3547946778,1803,39925,-127.8,9.71999999999991,88.8629733833295,499.10016387502,176.03315217391,-61,202
"Indiana",2020,3580.2,863.29,3231.08315217391,9352.01235809167,10778.8172212111,1414,39850,-702.1,-14.87,-83.0406493833307,442.4624265333,120.45,-389,-75
"Indiana",2021,4562.1,858.33,3596.12282608696,10319.0289900083,11369.8259615673,1896,42449,981.900000000001,-4.95999999999992,967.016631916631,591.008740356199,365.03967391305,482,2599
"Indiana",2022,5800,905.61,4043.76358695652,14141.730165425,12473.1058487845,2660,44252,1237.9,47.28,3822.7011754167,1103.2798872172,447.64076086956,764,1803
"Iowa",2016,4048.8,741.32,2978.4,11164.3763507857,10679.676991675,1695,40477,-247,31.37,164.6448778143,178.8366446417,54.75,-191,794
"Iowa",2017,4438.6,795.1,2956.5,11918.8603531286,10865.200663525,1724,41216,389.8,53.78,754.484002342901,185.52367185,-21.9000000000001,29,739
"Iowa",2018,4982.7,816.11,3055.05,12830.8303044429,10949.71980366,1864,40349,544.099999999999,21.01,911.969951314299,84.5191401350003,98.5500000000002,140,-867
"Iowa",2019,4748.8,823.53,3322.38484848485,12783.4603798143,11150.04045952,1803,40655,-233.9,7.41999999999996,-47.3699246285996,200.32065586,267.33484848485,-61,306
"Iowa",2020,4026.8,822.17,3486.63484848485,12405.9727609571,11378.7122041,1414,40023,-722,-1.36000000000001,-377.4876188572,228.67174458,164.25,-389,-632
"Iowa",2021,5231.5,841.51,3924.52424242424,12929.4173695714,11831.70961223,1896,43330,1204.7,19.34,523.4446086143,452.997408130001,437.88939393939,482,3307
"Iowa",2022,6927.3,902.21,4319.38787878788,16838.5682574286,12358.7116713738,2660,44632,1695.8,60.7,3909.1508878572,527.002059143799,394.86363636364,764,1302
"Kansas",2016,3612.8,882.92,3164.55,10192.195164025,9375.35310443333,1695,39362,-249.3,15.3199999999999,-62.0189503499987,131.6533081,54.75,-191,809
"Kansas",2017,3843.1,947.54,3131.7,11044.2265225,9476.410736995,1724,40092,230.3,64.62,852.031358474998,101.057632561669,-32.8500000000004,29,730
"Kansas",2018,4323.9,986.75,3186.45,12083.332408575,9454.9895249,1864,40217,480.8,39.21,1039.105886075,-21.4212120949996,54.75,140,125
"Kansas",2019,4124.8,999.76,3374.79,11963.35594755,9686.96085622,1803,40629,-199.099999999999,13.01,-119.976461024999,231.971331319999,188.34,-61,412
"Kansas",2020,3495.3,966.92,3444.34857142857,11866.066550925,10010.9622978,1414,39987,-629.5,-32.84,-97.2893966250012,324.001441580001,69.5585714285698,-389,-642
"Kansas",2021,4313.9,990.35,3863.78571428571,12782.091972275,10543.46867294,1896,42846,818.599999999999,23.4300000000001,916.025421350001,532.506375139999,419.43714285714,482,2859
"Kansas",2022,5872.6,1051.67,4327.33571428571,16869.790776,11493.779227705,2660,44821,1558.7,61.3200000000001,4087.698803725,950.310554764999,463.55,764,1975
"Kentucky",2016,3644.3,977.71,2956.5,8320.87651308333,10495.7205944,1800,37377,-301.9,39.25,117.631289766661,397.532359749999,32.8499999999999,-155,733
"Kentucky",2017,3893.5,1043.82,2912.7,9051.750961,10773.9587405167,1798,38270,249.2,66.1099999999999,730.874447916669,278.238146116701,-43.8000000000002,-2,893
"Kentucky",2018,4412.2,1101.05,2934.6,9929.88748991667,10245.6461105333,1951,39539,518.7,57.23,878.13652891667,-528.3126299834,21.9000000000001,153,1269
"Kentucky",2019,4208.2,1096.3,3119.19875,10008.57871495,10247.28272618,1923,39607,-204,-4.75,78.6912250333298,1.63661564669928,184.59875,-28,68
"Kentucky",2020,3418.5,1059.44,3182.07,9809.450011,10569.59695162,1473,39199,-789.7,-36.8599999999999,-199.128703949998,322.314225440001,62.8712500000001,-450,-408
"Kentucky",2021,4525.7,1040.11,3533.7475,10840.2688516333,11410.23948028,1952,42358,1107.2,-19.3300000000002,1030.8188406333,840.642528660001,351.6775,479,3159
"Kentucky",2022,6062,1078.12,3947.56625,14670.6418613167,12856.1429987167,2887,43032,1536.3,38.01,3830.3730096834,1445.9035184367,413.81875,935,674
"Louisiana",2016,5346,1509.51,3164.55,10665.4324377361,12441.7465565683,1800,37430,-594.5,89.0599999999999,263.356737723601,-287.8999237317,87.6000000000004,-155,103
"Louisiana",2017,6346.6,1637.57,3295.95,11032.1652072222,12541.91237006,1798,38507,1000.6,128.06,366.7327694861,100.1658134917,131.4,-2,1077
"Louisiana",2018,7015.1,1755.08,3339.75,11775.0829080222,12675.9130443,1951,39796,668.5,117.51,742.917700799999,134.00067424,43.8000000000002,153,1289
"Louisiana",2019,6418.7,1763.87,3337.86796875,11446.1917779667,12746.99147892,1923,40161,-596.400000000001,8.78999999999996,-328.891130055499,71.0784346199998,-1.88203125000018,-28,365
"Louisiana",2020,5228.9,1684.76,3473.203125,10989.6848042111,13009.96668669,1473,39294,-1189.8,-79.1099999999999,-456.5069737556,262.975207770001,135.33515625,-450,-867
"Louisiana",2021,7845.2,1682.47,3861.24375,11161.4834609444,13698.9237574548,1952,42525,2616.3,-2.28999999999996,171.798656733301,688.9570707648,388.040625,479,3231
"Louisiana",2022,9781.4,1742.87,4308.99609375,14248.4321383889,13980.8280140238,2887,43723,1936.2,60.3999999999999,3086.9486774445,281.904256569,447.75234375,935,1198
"Maine",2016,3956.8,744.19,3777.75,12432.5353334333,13344.48371125,1492,43279,-588.3,27.96,238.268738799999,-1311.23047675,153.3,-214,833
"Maine",2017,4193.6,764.94,3832.5,13484.5117326333,12683.4791595333,1628,44301,236.8,20.75,1051.9763992,-661.0045517167,54.75,136,1022
"Maine",2018,4589.7,784.17,3952.95,14822.5605541667,12841.6500982,1730,45394,396.099999999999,19.2299999999999,1338.0488215334,158.170938666699,120.45,102,1093
"Maine",2019,4368.1,788.94,4281.45,14652.5434940333,13472.4023832667,1681,46849,-221.599999999999,4.7700000000001,-170.017060133399,630.752285066701,328.5,-49,1455
"Maine",2020,3578,789.47,4275.975,14584.8327994,14328.8271582667,1268,45125,-790.1,0.529999999999973,-67.7106946333006,856.424774999999,-5.47499999999945,-413,-1724
"Maine",2021,4372.4,795.3,4465.546875,16420.7395041333,15992.4413657667,1722,48898,794.4,5.82999999999993,1835.9067047333,1663.6142075,189.571875,454,3773
"Maine",2022,6008.2,834.78,4864.5375,22771.295048,17713.4662421667,2437,48216,1635.8,39.48,6350.5555438667,1721.0248764,398.990625,715,-682
"Maryland",2016,2978.9,1184.21,3394.5,13127.724038925,13821.4634999667,1492,39953,-311.6,66.5,-171.8328188,222.099655833399,76.6500000000001,-214,614
"Maryland",2017,3146.6,1256.49,3438.3,13757.660974875,14126.4867799333,1628,40417,167.7,72.28,629.93693595,305.023279966601,43.8000000000002,136,464
"Maryland",2018,3378.6,1327.25,3504,14829.423377875,14475.3359191667,1730,41102,232,70.76,1071.762403,348.8491392334,65.6999999999998,102,685
"Maryland",2019,3222.7,1348.11,3708.85625,14656.9539644,14882.5535776667,1681,41692,-155.9,20.8599999999999,-172.469413475001,407.2176585,204.85625,-49,590
"Maryland",2020,2585.1,1309.39,3921.925,14299.180118825,15473.6595236667,1268,39293,-637.6,-38.7199999999998,-357.773845575,591.105946,213.06875,-413,-2399
"Maryland",2021,3209,1303.9,4275.51875,15496.1345978,17049.0564163333,1722,42167,623.9,-5.49000000000001,1196.954478975,1575.3968926666,353.59375,454,2874
"Maryland",2022,4019,1388.43,4723.1,20458.11613045,18442.685203,2437,43510,810,84.53,4961.98153265,1393.6287866667,447.58125,715,1343
"Massachusetts",2016,3154.6,1170.49,3701.1,18947.4106856,17857.5806986667,1492,46133,-388.7,41.2,468.566993600001,560.052767166701,142.35,-214,-595
"Massachusetts",2017,3405.7,1215.18,3887.25,20386.3286144,18555.6962383333,1628,47535,251.1,44.6900000000001,1438.9179288,698.1155396666,186.15,136,1402
"Massachusetts",2018,3941.4,1246.08,3974.85,22411.4700766,19362.5142756667,1730,48292,535.7,30.8999999999999,2025.1414622,806.8180373334,87.5999999999999,102,757
"Massachusetts",2019,3745.8,1261.84,4307.26071428571,21976.4178978,20235.95542025,1681,49132,-195.6,15.76,-435.052178799997,873.441144583299,332.41071428571,-49,840
"Massachusetts",2020,2992.3,1248.44,4600.56428571429,21471.8130812,20954.454448,1268,46224,-753.5,-13.3999999999999,-504.6048166,718.49902775,293.303571428581,-413,-2908
"Massachusetts",2021,3640.5,1235.35,4869.62142857143,23856.1846482,21611.1139153833,1722,51218,648.2,-13.0900000000001,2384.371567,656.659467383299,269.05714285714,454,4994
"Massachusetts",2022,4842,1251.16,5342.03571428571,32466.437174,23812.28405405,2437,51146,1201.5,15.8100000000002,8610.2525258,2201.1701386667,472.41428571428,715,-72
"Michigan",2016,3109.5,1430.48,3076.95,9317.89749194667,10667.4331231405,1695,41381,-214.1,37.55,334.784422733339,80.0406712904987,54.75,-191,1077
"Michigan",2017,3281,1494.03,3055.05,10149.6723036867,11022.0908936714,1724,42555,171.5,63.55,831.774811740032,354.657770530901,-21.8999999999996,29,1174
"Michigan",2018,3636.5,1575.49,3109.8,11085.0660025333,11315.5892049482,1864,42526,355.5,81.46,935.393698846599,293.4983112768,54.75,140,-29
"Michigan",2019,3485.5,1622.75,3400.70060240964,11101.6225804533,11716.247262525,1803,42645,-151,47.26,16.5565779200006,400.658057576798,290.90060240964,-61,119
"Michigan",2020,2890.2,1535.56,3572.86626506024,11080.2926419067,12230.528068,1414,41694,-595.3,-87.1900000000001,-21.3299385465998,514.280805475,172.1656626506,-389,-951
"Michigan",2021,3660.1,1419.7,3902.68554216867,12211.8243844667,12885.6068260417,1896,45017,769.9,-115.86,1131.53174256,655.0787580417,329.81927710843,482,3323
"Michigan",2022,4588,1428.65,4323.13915662651,16124.2085374867,14347.0154505397,2660,45845,927.9,8.95000000000005,3912.38415302,1461.408624498,420.45361445784,764,828
"Minnesota",2016,3369.2,902.36,3252.15,12337.8967869333,13088.89641,1695,43952,-236.3,22.97,686.220551766599,-359.9462178667,65.7000000000003,-191,817
"Minnesota",2017,3685,939.01,3285,13442.3362832833,13474.327034405,1724,44974,315.8,36.65,1104.43949635,385.430624405,32.8499999999999,29,1022
"Minnesota",2018,4067.1,972.4,3372.6,14640.0384209333,13331.01563858,1864,44509,382.1,33.39,1197.70213765,-143.311395825,87.5999999999999,140,-465
"Minnesota",2019,3903.8,991.33,3533.95517241379,14550.6308799833,13786.33802586,1803,44935,-163.3,18.9300000000001,-89.4075409500001,455.322387279999,161.35517241379,-61,426
"Minnesota",2020,3095.2,972.91,3627.97413793103,14247.92150815,14172.6503188,1414,42707,-808.6,-18.4200000000001,-302.7093718333,386.312292940001,94.0189655172398,-389,-2228
"Minnesota",2021,3965.7,986.22,4114.05344827586,15238.44748705,14807.91303806,1896,45690,870.5,13.3100000000001,990.525978899999,635.262719259999,486.07931034483,482,2983
"Minnesota",2022,5243.6,1063.32,4578.73620689655,20250.132571,15559.002970101,2660,47301,1277.9,77.0999999999999,5011.68508395,751.089932041001,464.68275862069,764,1611
