"State","Year","utilities","auto","food","house_own","house_rent","gas","rPCE","utilities_diff","auto_diff","house_own_diff","house_rent_diff","food_diff","gas_diff","rPCE_diff"
"West Virginia",2016,3899.9,1054.76,3033.15,6988.14717045,10361.4194773,1492,38862,-32.7999999999997,15.01,34.8560766499995,0.000477300000056857,98.5500000000002,-214,1261
"West Virginia",2017,4098.2,1072.14,2967.45,7243.770676075,9687.926446,1628,39454,198.3,17.3800000000001,255.623505625,-673.4930313,-65.7000000000003,136,592
"West Virginia",2018,4842.3,1096.83,2956.5,7733.348891575,9929.37334155,1730,40227,744.1,24.6899999999998,489.578215500001,241.44689555,-10.9499999999998,102,773
"West Virginia",2019,4455.6,1096.1,3221.09181818182,7535.961913575,9985.04400275,1681,41131,-386.7,-0.730000000000018,-197.386978,55.6706612000016,264.59181818182,-49,904
"West Virginia",2020,3734.9,1064.14,3308.89090909091,7243.858912025,10274.65070425,1268,40984,-720.7,-31.9599999999998,-292.10300155,289.606701499999,87.79909090909,-413,-147
"West Virginia",2021,4878,1064.15,3657.69818181818,7807.2854187,10719.5066245833,1722,41776,1143.1,0.00999999999999091,563.426506675,444.855920333301,348.80727272727,454,792
"West Virginia",2022,6129.1,1098.61,4083.55363636364,10140.01895125,11372.6469165333,2437,43448,1251.1,34.4599999999998,2332.73353255,653.14029195,425.85545454546,715,1672
"Wisconsin",2016,3317.2,774.69,3055.05,11902.7952533583,12421.9278362833,1695,41006,-287.1,33.0700000000001,435.926883766599,147.319153833299,87.6000000000004,-191,664
"Wisconsin",2017,3544.2,804.81,3033.15,12688.9538822917,11451.2601877,1724,41749,227,30.1199999999999,786.158628933401,-970.6676485833,-21.9000000000001,29,743
"Wisconsin",2018,3930.3,830.19,3109.8,13892.274176,11699.3989913667,1864,42170,386.1,25.3800000000001,1203.3202937083,248.138803666699,76.6500000000001,140,421
"Wisconsin",2019,3772.1,840.82,3384.31041666667,13959.5417623667,11767.28925605,1803,42443,-158.2,10.63,67.2675863666991,67.8902646833012,274.51041666667,-61,273
"Wisconsin",2020,3136.1,816.23,3534.41666666667,13875.1386504833,12295.72488845,1414,41763,-636,-24.59,-84.4031118833991,528.4356324,150.10625,-389,-680
"Wisconsin",2021,4060.9,823.92,3975.45833333333,14822.3656215333,12478.6228600329,1896,44942,924.8,7.68999999999994,947.226971049999,182.897971582899,441.04166666666,482,3179
"Wisconsin",2022,5187.2,876.14,4484.78541666667,19340.3107334167,12555.5313711445,2660,46531,1126.3,52.22,4517.9451118834,76.9085111116001,509.32708333334,764,1589
"Wyoming",2016,6820.4,895.15,3350.7,13860.684278,11548.23799955,1921,42105,-763.200000000001,28.3,42.7300350000005,278.506753849999,54.75,-129,81
"Wyoming",2017,7570.8,935.76,3339.75,14393.968804,11352.26909735,2002,42673,750.400000000001,40.61,533.284525999999,-195.9689022,-10.9499999999998,81,568
"Wyoming",2018,8546.2,971.07,3416.4,15400.0697005,11546.0477727,2118,45513,975.400000000001,35.3100000000001,1006.1008965,193.77867535,76.6500000000001,116,2840
"Wyoming",2019,8076.1,985.35,3653.49130434783,15370.7838505,12103.1340189,2175,45078,-470.1,14.28,-29.2858500000002,557.0862462,237.09130434783,57,-435
"Wyoming",2020,6670,977.46,3758.23043478261,15365.209424,11915.5051692667,1571,46214,-1406.1,-7.88999999999999,-5.57442649999939,-187.6288496333,104.73913043478,-604,1136
"Wyoming",2021,8565.6,998.47,4157.19130434783,16103.790253,12048.743336725,2161,49425,1895.6,21.01,738.580828999999,133.238167458299,398.96086956522,590,3211
"Wyoming",2022,11220.9,1057.15,4593.28695652174,21325.617422,13047.988603275,3076,50560,2655.3,58.6800000000001,5221.827169,999.24526655,436.09565217391,915,1135
